id,company_name,promoter_name,gstin,pan,state,sector,annual_turnover_inr,annual_turnover_lakhs,net_profit_inr,profit_margin_pct,total_assets_inr,total_liabilities_inr,net_worth_inr,existing_loans_inr,collateral_value_inr,loan_requested_inr,loan_requested_lakhs,debt_equity_ratio,dscr,collateral_coverage,existing_loan_burden,business_vintage_years,employee_count,gst_filing_months,nil_filing_months,bank_gst_mismatch_pct,itc_ratio_pct,cibil_score,litigation_flag,promoter_risk_flag,ai_credit_score,risk_category,recommendation,default_flag
245,Harish Exports,Kapil Shah,24JJJGQ2258Q1ZB,JJJGQ2258Q,Gujarat,Pharmaceuticals,80455869,804.6,6198726,7.7,49284813,43696936,5587876,26290569,61751494,19185169,191.9,7.82,2.04,3.22,0.33,7,47,7,5,11.86,6.69,783,0,0,66.1,MEDIUM,APPROVE WITH CONDITIONS,0
246,Suresh Trading Co Ltd,Deepak Bhatt,36DDDFE9247H1ZZ,DDDFE9247H,Telangana,Pharmaceuticals,62171379,621.7,8908857,14.33,25021933,11565401,13456532,6253019,7963423,34313619,343.1,0.86,2.81,0.23,0.1,13,30,5,7,34.13,40.46,567,0,0,79.4,LOW,APPROVE WITH CONDITIONS,0
247,Dinesh Patel Associates LLP,Dinesh Bhatt,24EEEFE2287N3Z7,EEEFE2287N,Gujarat,Textile,39129801,391.3,4229230,10.81,14959567,10833194,4126374,5998773,14356243,18465721,184.7,2.63,2.48,0.78,0.15,23,12,8,4,19.85,13.16,547,1,0,76.2,LOW,APPROVE WITH CONDITIONS,0
248,Dinesh Enterprises & Co,Vikas Shah,24FFFEL1479C1ZH,FFFEL1479C,Gujarat,Textile,16900723,169.0,1299054,7.69,7030491,4969870,2060621,1806172,2881826,6592478,65.9,2.41,2.13,0.44,0.11,21,7,10,2,7.0,44.43,477,0,0,94.9,LOW,APPROVE,0
249,Anil Trading Co Pvt Ltd,Mahesh Jain,24FFFJV2758F2ZO,FFFJV2758F,Gujarat,Manufacturing,45629569,456.3,6382019,13.99,17229126,14448836,2780289,4508247,7922741,21237562,212.4,5.2,3.26,0.37,0.1,29,5,7,5,24.64,3.73,900,0,0,89.3,LOW,APPROVE,0
250,Dinesh Tandon Products Ltd,Anil Singh,09OOOFR7672J2ZC,OOOFR7672J,Uttar Pradesh,Chemicals,43803989,438.0,-805303,-1.84,18203290,16295720,1907569,10793692,24725676,21389312,213.9,8.54,0.3,1.16,0.25,13,15,9,3,17.2,26.58,687,0,0,23.7,VERY HIGH,REJECT,1
251,Khanna & Deshpande Trading Co,Divya Iyer,33FFFBL4261K1ZP,FFFBL4261K,Tamil Nadu,IT/ITES,4452220,44.5,638846,14.35,1666392,1259206,407186,1013655,1778300,1380410,13.8,3.09,5.01,1.29,0.23,25,11,8,4,23.82,8.13,607,0,0,100.0,LOW,APPROVE,0
252,Arora & Kapoor Manufacturers Ltd,Divya Nair,29EEEAD1865C2Z1,EEEAD1865C,Karnataka,Pharmaceuticals,53954647,539.5,-506910,-0.94,24523660,10005506,14518154,5732389,14261601,13108277,131.1,0.69,0.3,1.09,0.11,24,22,10,2,42.32,0.44,606,0,0,70.5,MEDIUM,APPROVE WITH CONDITIONS,0
253,Verma & Bhatt Suppliers LLP,Anil Arora,07NNNBM8374K2ZS,NNNBM8374K,Delhi,Logistics,26780479,267.8,2306304,8.61,16663767,15133339,1530428,10138760,23401010,6728492,67.3,9.89,1.97,3.48,0.38,7,54,11,1,16.81,20.28,503,1,0,28.2,VERY HIGH,REJECT,1
254,Patel & Kulkarni Brothers Pvt Ltd,Ashish Deshpande,33PPPTM6779Y2ZK,PPPTM6779Y,Tamil Nadu,Logistics,11482602,114.8,1038950,9.05,9784031,2296576,7487455,823326,2014903,3648107,36.5,0.31,3.09,0.55,0.07,22,7,11,1,25.1,7.02,655,0,0,100.0,LOW,APPROVE,0
255,Tandon & Patel International LLP,Satish Mehta,36CCCBJ2875K1Z1,CCCBJ2875K,Telangana,IT/ITES,4694531,46.9,-120944,-2.58,1926070,1741130,184940,1055759,1253411,1844373,18.4,9.41,0.3,0.68,0.22,14,6,8,4,33.28,22.76,621,0,0,10.8,VERY HIGH,REJECT,1
256,Divya Agarwal Solutions & Co,Naresh Kulkarni,27VVVHF5907L2ZC,VVVHF5907L,Maharashtra,Retail,5343696,53.4,167439,3.13,2340086,1833677,506409,710314,1290899,2262296,22.6,3.62,0.8,0.57,0.13,4,78,6,6,18.93,34.38,643,0,0,46.8,HIGH,HIGH RISK — COLLATERAL REQUIRED,0
257,Nair Works & Co,Divya Tiwari,27CCCEJ9268Z2ZR,CCCEJ9268Z,Maharashtra,Auto Components,26266551,262.7,2157788,8.21,11889530,6184482,5705048,2211161,4142077,6162022,61.6,1.08,3.79,0.67,0.08,13,44,10,2,9.91,31.0,768,0,0,100.0,LOW,APPROVE,0
258,Bhatt Solutions LLP,Rajan Rao,29NNNTX1981Q1ZN,NNNTX1981Q,Karnataka,Retail,4148296,41.5,153252,3.69,2825451,2243963,581488,938518,604498,1996363,20.0,3.86,0.83,0.3,0.23,23,16,6,6,7.1,18.09,753,0,0,62.5,MEDIUM,CONDITIONAL APPROVAL,0
259,Deepak Products Pvt Ltd,Harish Agarwal,27OOOJR8145N3Z2,OOOJR8145N,Maharashtra,IT/ITES,2651750,26.5,18949,0.71,886199,569993,316206,287117,272515,1087988,10.9,1.8,0.3,0.25,0.11,23,26,9,3,23.17,25.01,696,0,0,75.7,LOW,APPROVE WITH CONDITIONS,0
260,Rao Works Pvt Ltd,Kapil Mehta,36EEEFD9196D3ZX,EEEFD9196D,Telangana,IT/ITES,12164970,121.6,3245157,26.68,4076763,2409404,1667358,1217069,1030780,7774339,77.7,1.45,4.52,0.13,0.1,13,18,10,2,32.81,22.34,855,0,0,100.0,LOW,APPROVE,0
261,Ritu Rao Exports Pvt Ltd,Vikram Nair,27PPPPL2850K3ZR,PPPPL2850K,Maharashtra,Pharmaceuticals,72655506,726.6,12439265,17.12,37893591,6996547,30897044,4995759,5209246,16196109,162.0,0.23,8.32,0.32,0.07,7,72,4,8,31.68,13.71,851,0,0,88.7,LOW,APPROVE,0
262,Bhatia & Sharma Exports Pvt Ltd,Ritu Bhatia,33DDDPH8248M1ZP,DDDPH8248M,Tamil Nadu,Logistics,20991107,209.9,1620181,7.72,14525609,5956213,8569396,2124872,1981565,12785223,127.9,0.7,1.37,0.15,0.1,1,182,10,2,13.19,31.41,523,0,0,70.2,MEDIUM,APPROVE WITH CONDITIONS,0
263,Deepak Products LLP,Satish Jain,09QQQBL7895T3ZZ,QQQBL7895T,Uttar Pradesh,Chemicals,15521521,155.2,1800394,11.6,5727139,4617751,1109388,3488296,3344006,6397409,64.0,4.16,3.05,0.52,0.22,18,123,9,3,6.58,28.49,603,0,0,90.0,LOW,APPROVE,0
264,Joshi Associates Ltd,Suresh Patel,24EEETV7722Z2ZS,EEETV7722Z,Gujarat,Manufacturing,55748500,557.5,5392837,9.67,24418085,19927396,4490689,15296978,14274049,27977461,279.8,4.44,2.09,0.51,0.27,24,10,4,8,23.49,39.41,515,0,0,62.5,MEDIUM,CONDITIONAL APPROVAL,0
265,Modi Industries,Rakesh Iyer,24FFFAM8027T2Z9,FFFAM8027T,Gujarat,Logistics,23053108,230.5,1757724,7.62,17903486,3550323,14353163,1805483,2983330,9546048,95.5,0.25,1.99,0.31,0.08,19,124,11,1,12.26,41.67,462,0,0,85.8,LOW,APPROVE,0
266,Sethi Technologies Pvt Ltd,Satish Khanna,24JJJEG7853F2Z9,JJJEG7853F,Gujarat,Auto Components,31551515,315.5,2700085,8.56,17531933,14628259,2903674,8186345,9428499,16639355,166.4,5.04,1.76,0.57,0.26,20,79,10,2,16.44,30.34,553,0,0,61.7,MEDIUM,CONDITIONAL APPROVAL,0
267,Sharma & Yadav Exports Pvt Ltd,Manish Kapoor,29BBBAK4847P2Z2,BBBAK4847P,Karnataka,Food Processing,20383407,203.8,1316314,6.46,11381250,4212631,7168619,3369942,5855448,12938135,129.4,0.59,1.1,0.45,0.17,27,148,5,7,6.23,9.96,744,0,1,76.9,LOW,APPROVE WITH CONDITIONS,0
268,Joshi Brothers Pvt Ltd,Ramesh Reddy,24BBBCP5603X2ZR,BBBCP5603X,Gujarat,Pharmaceuticals,31576832,315.8,3466586,10.98,13147940,11774097,1373843,9149606,5878715,9556285,95.6,8.57,3.28,0.62,0.29,28,198,12,0,18.43,6.64,623,1,1,41.1,HIGH,HIGH RISK — COLLATERAL REQUIRED,1
269,Ganesh Manufacturers Ltd,Mukesh Shah,24PPPAO6841W3ZV,PPPAO6841W,Gujarat,Pharmaceuticals,51665859,516.7,6433738,12.45,29007838,15843682,13164156,8136492,20783570,31280783,312.8,1.2,2.23,0.66,0.16,23,52,8,4,12.97,17.15,638,0,1,85.3,LOW,APPROVE,0
270,Iyer & Shah International Pvt Ltd,Satish Verma,24KKKAJ2998M2Z6,KKKAJ2998M,Gujarat,Logistics,14448139,144.5,1404168,9.72,6323844,5154614,1169230,1597291,2372078,5136302,51.4,4.41,2.96,0.46,0.11,25,7,12,0,33.68,8.69,592,0,0,87.1,LOW,APPROVE,0
271,Singh & Modi Exports LLP,Harish Verma,03RRRTM2516M2ZB,RRRTM2516M,Punjab,Food Processing,25424762,254.2,1264180,4.97,8217617,7186308,1031309,2779411,4164576,12304922,123.0,6.97,1.11,0.34,0.11,28,41,6,6,24.98,28.47,594,0,0,42.0,HIGH,HIGH RISK — COLLATERAL REQUIRED,1
272,Deepak Chopra Products LLP,Kiran Kapoor,24PPPGS7931C2ZN,PPPGS7931C,Gujarat,Chemicals,8085411,80.9,758030,9.38,3148267,1658001,1490266,875921,1676742,2261158,22.6,1.11,3.63,0.74,0.11,26,25,8,4,32.77,18.91,376,0,0,86.0,LOW,APPROVE,0
273,Dinesh Sharma Fabrics Pvt Ltd,Suresh Modi,29JJJFQ8007J3Z3,JJJFQ8007J,Karnataka,IT/ITES,22936246,229.4,2978907,12.99,10872873,9832083,1040791,8017218,11483821,10941328,109.4,9.45,2.95,1.05,0.35,17,57,11,1,23.73,35.22,606,1,1,22.1,VERY HIGH,REJECT,1
274,Rajan Kulkarni Technologies Pvt Ltd,Sunita Modi,07WWWGK8454Y3ZS,WWWGK8454Y,Delhi,Retail,3786942,37.9,85282,2.25,1641966,1136637,505328,958980,1236688,1903053,19.0,2.25,0.49,0.65,0.25,16,25,10,2,31.9,39.77,548,1,0,45.5,HIGH,HIGH RISK — COLLATERAL REQUIRED,0
275,Verma Industries Pvt Ltd,Vikram Chopra,27XXXTX8974J3ZN,XXXTX8974J,Maharashtra,Textile,28441233,284.4,2731283,9.6,22856428,20621419,2235009,15532671,13544468,7065387,70.7,9.23,1.52,1.92,0.55,13,14,6,6,23.08,27.15,724,0,0,35.1,HIGH,HIGH RISK — COLLATERAL REQUIRED,1
276,Rajesh Enterprises,Mahesh Arora,24DDDCE8295P2Z1,DDDCE8295P,Gujarat,Logistics,13767680,137.7,53742,0.39,12716173,9754801,2961371,3046485,6924860,6479250,64.8,3.29,0.3,1.07,0.22,8,56,10,2,29.33,14.35,602,1,0,28.6,VERY HIGH,REJECT,1
277,Satish Agarwal Exports,Vikas Desai,33PPPFW1994Q1ZR,PPPFW1994Q,Tamil Nadu,IT/ITES,16016018,160.2,2019245,12.61,10760034,4972193,5787841,3111363,8373516,3047901,30.5,0.86,5.62,2.75,0.19,13,24,11,1,37.38,20.22,495,0,0,100.0,LOW,APPROVE,0
278,Kumar Works Pvt Ltd,Vikas Arora,29KKKTW8675E2ZO,KKKTW8675E,Karnataka,Food Processing,28580266,285.8,1136991,3.98,11486975,9458689,2028286,3371217,9437775,6636661,66.4,4.66,1.86,1.42,0.12,8,5,10,2,14.06,14.03,523,0,0,55.8,MEDIUM,CONDITIONAL APPROVAL,0
279,Mahesh Agarwal International LLP,Mohan Singh,06AAAHI6849V1ZB,AAAHI6849V,Haryana,Manufacturing,69353605,693.5,5410208,7.8,39055603,30051947,9003656,13965149,32156745,21235669,212.4,3.34,2.76,1.51,0.2,18,13,10,2,15.65,35.67,429,0,0,94.5,LOW,APPROVE,0
280,Tiwari Technologies Ltd,Paresh Kulkarni,27YYYBD2669R1ZW,YYYBD2669R,Maharashtra,Logistics,31560276,315.6,1056677,3.35,10931260,4321115,6610145,1365236,2961208,19117076,191.2,0.65,0.6,0.15,0.04,12,11,4,8,26.83,35.56,738,0,0,57.7,MEDIUM,CONDITIONAL APPROVAL,0
281,Bhatia & Reddy Traders LLP,Anita Kapoor,24HHHJK5698Q1Z5,HHHJK5698Q,Gujarat,Pharmaceuticals,17193496,171.9,1669125,9.71,7883801,4398694,3485107,1814620,1334163,7951633,79.5,1.26,2.27,0.17,0.11,6,39,10,2,36.81,11.05,627,0,0,84.2,LOW,APPROVE,0
282,Ramesh Products,Satish Deshpande,07QQQBC6542K2ZA,QQQBC6542K,Delhi,Logistics,11229555,112.3,535160,4.77,4148035,3173447,974588,1666659,1387422,6148388,61.5,3.26,0.94,0.23,0.15,24,14,9,3,10.54,18.73,432,0,0,64.0,MEDIUM,CONDITIONAL APPROVAL,0
283,Sunil Fabrics & Co,Manish Kumar,33UUUFR8244W2ZP,UUUFR8244W,Tamil Nadu,Textile,16992126,169.9,836712,4.92,9754287,5346866,4407421,3791422,3876536,4289658,42.9,1.21,1.91,0.9,0.22,18,34,10,2,16.76,3.37,695,1,0,69.6,MEDIUM,APPROVE WITH CONDITIONS,0
284,Rajesh Trading Co Ltd,Sunil Malhotra,24JJJLQ2809X1ZN,JJJLQ2809X,Gujarat,Textile,6785854,67.9,364289,5.37,5941789,2369911,3571877,1352964,2427517,2020472,20.2,0.66,1.95,1.2,0.2,7,15,12,0,19.34,28.86,461,0,0,88.7,LOW,APPROVE,0
285,Khanna & Khanna Solutions Ltd,Kavita Sethi,24OOOBE7974N1Z5,OOOBE7974N,Gujarat,Logistics,11718312,117.2,-493144,-4.21,6691967,2960879,3731088,2281947,5533645,4974144,49.7,0.79,0.3,1.11,0.19,3,7,10,2,19.3,18.53,691,0,0,61.1,MEDIUM,CONDITIONAL APPROVAL,0
286,Sinha Technologies Pvt Ltd,Anil Sinha,33EEEPQ2934W1ZT,EEEPQ2934W,Tamil Nadu,Retail,11842027,118.4,812282,6.86,9107885,8114747,993138,4426252,4050927,4129318,41.3,8.17,1.59,0.98,0.37,11,27,8,4,22.96,15.35,769,1,0,28.0,VERY HIGH,REJECT,1
287,Bhatt & Sethi Technologies Ltd,Ritu Verma,06SSSLB5999J1ZB,SSSLB5999J,Haryana,Auto Components,32420296,324.2,1591757,4.91,12868544,7977601,4890942,2405975,4589988,20305844,203.1,1.63,0.85,0.23,0.07,9,126,7,5,8.22,16.22,465,0,0,62.2,MEDIUM,CONDITIONAL APPROVAL,0
288,Manish Sharma Products LLP,Rakesh Gupta,29CCCTV7711M1ZP,CCCTV7711M,Karnataka,Pharmaceuticals,19663880,196.6,3805991,19.36,7090165,1794115,5296051,944396,1817708,7912988,79.1,0.34,5.21,0.23,0.05,6,49,12,0,16.56,22.51,577,1,0,89.2,LOW,APPROVE,0
289,Pooja Jain Associates & Co,Satish Malhotra,21RRRCA5504Z1ZF,RRRCA5504Z,Odisha,Steel,29527477,295.3,989443,3.35,10189862,4524805,5665057,1683401,4676131,4612955,46.1,0.8,2.32,1.01,0.06,10,76,9,3,34.84,28.51,630,1,0,80.2,LOW,APPROVE,0
290,Ramesh Joshi Traders Pvt Ltd,Ramesh Mishra,27IIIBE6026N3ZA,IIIBE6026N,Maharashtra,Auto Components,10367875,103.7,-228182,-2.2,3917934,1136602,2781332,636234,571285,5731281,57.3,0.41,0.3,0.1,0.06,24,9,10,2,32.34,50.66,615,1,0,52.4,HIGH,CONDITIONAL APPROVAL,0
291,Verma & Bhatt Works LLP,Ganesh Tiwari,27BBBHO7669C2Z1,BBBHO7669C,Maharashtra,Food Processing,23521451,235.2,1146563,4.87,7374380,6583724,790657,2775195,5245768,14068916,140.7,8.33,0.88,0.37,0.12,28,18,10,2,7.86,40.94,416,0,1,24.8,VERY HIGH,REJECT,1
292,Vikas Shah Industries LLP,Harish Jain,36RRRJB1016O3ZI,RRRJB1016O,Telangana,Pharmaceuticals,40180788,401.8,2565789,6.39,18283460,4976131,13307329,1911305,3757208,15046792,150.5,0.37,1.85,0.25,0.05,14,20,11,1,38.75,8.0,605,0,0,86.3,LOW,APPROVE,0
293,Patel & Verma Products Pvt Ltd,Rajesh Shah,29GGGTQ6215V2ZG,GGGTQ6215V,Karnataka,IT/ITES,17456177,174.6,3845749,22.03,7623742,4319504,3304238,1955937,1207353,6887880,68.9,1.31,6.05,0.18,0.11,13,48,11,1,9.79,39.23,585,0,0,100.0,LOW,APPROVE,0
294,Deshpande Brothers Pvt Ltd,Suresh Iyer,29CCCEU2270R1ZS,CCCEU2270R,Karnataka,Pharmaceuticals,88089683,880.9,11025561,12.52,43732692,30535124,13197569,20579880,13527037,45185720,451.9,2.31,2.64,0.3,0.23,11,8,10,2,37.75,47.47,668,0,0,79.8,LOW,APPROVE WITH CONDITIONS,0
295,Khanna Enterprises Ltd,Dinesh Verma,27HHHJL1602I2ZD,HHHJL1602I,Maharashtra,Chemicals,5610015,56.1,22817,0.41,2370979,1994830,376149,711858,1380154,2179624,21.8,5.3,0.3,0.63,0.13,14,24,12,0,17.89,28.12,578,0,0,54.8,HIGH,CONDITIONAL APPROVAL,0
296,Iyer & Modi Products & Co,Divya Sinha,33AAAER5143V3ZT,AAAER5143V,Tamil Nadu,Auto Components,47661175,476.6,4574537,9.6,19009204,17160000,1849204,12787491,10324635,8084889,80.8,9.28,3.1,1.28,0.27,12,19,11,1,27.55,23.11,442,0,0,40.7,HIGH,HIGH RISK — COLLATERAL REQUIRED,1
297,Suresh Reddy Suppliers LLP,Suresh Tandon,27OOOHA7420G2Z5,OOOHA7420G,Maharashtra,Logistics,29572453,295.7,2518916,8.52,11295327,8311138,2984189,5742713,10839834,17074026,170.7,2.79,1.6,0.63,0.19,10,60,8,4,13.0,36.53,588,0,0,81.6,LOW,APPROVE,0
298,Jain & Gupta Technologies Pvt Ltd,Satish Agarwal,29DDDJH6583B2ZX,DDDJH6583B,Karnataka,IT/ITES,14475838,144.8,2821397,19.49,5556562,4251852,1304710,2482033,3990959,3682070,36.8,3.26,8.3,1.08,0.17,19,37,12,0,7.76,27.3,632,0,0,100.0,LOW,APPROVE,0
299,Priya Khanna Enterprises & Co,Manish Patel,24CCCBV1914R1ZI,CCCBV1914R,Gujarat,Pharmaceuticals,67305953,673.1,7264058,10.79,28159968,11686016,16473952,9582822,14984691,24182147,241.8,0.71,3.25,0.62,0.14,18,11,3,9,18.08,36.71,557,0,0,92.5,LOW,APPROVE,0
300,Gupta & Verma Exports & Co,Ashish Bhatt,29SSSFS3064U3ZG,SSSFS3064U,Karnataka,Retail,17097448,171.0,509040,2.98,7449619,3805734,3643885,1493847,2665540,9201704,92.0,1.04,0.6,0.29,0.09,8,9,7,5,22.25,18.15,484,1,0,41.1,HIGH,HIGH RISK — COLLATERAL REQUIRED,1
301,Dinesh International Pvt Ltd,Manish Bhatt,21AAAPS3369B1ZW,AAAPS3369B,Odisha,Steel,65807720,658.1,2805025,4.26,26845034,23685667,3159367,14171526,17366825,21980330,219.8,7.5,1.38,0.79,0.22,14,47,3,9,11.96,24.57,542,0,0,45.9,HIGH,HIGH RISK — COLLATERAL REQUIRED,0
302,Mukesh Rao Trading Co,Ashish Patel,36HHHAU4654W1ZT,HHHAU4654W,Telangana,IT/ITES,10852379,108.5,2359618,21.74,4327760,3126652,1201108,1043650,1725905,1780909,17.8,2.6,14.35,0.97,0.1,21,118,9,3,18.58,2.95,738,0,1,100.0,LOW,APPROVE,0
303,Arjun Nair Suppliers Pvt Ltd,Suresh Verma,27LLLAA4262G2ZB,LLLAA4262G,Maharashtra,Logistics,21652992,216.5,1118730,5.17,9878248,5658991,4219257,4237499,10812910,7338933,73.4,1.34,1.65,1.47,0.2,29,63,8,4,23.42,40.99,668,0,0,84.4,LOW,APPROVE,0
304,Dinesh Modi Traders Pvt Ltd,Rakesh Desai,29LLLEF9633Z3ZR,LLLEF9633Z,Karnataka,IT/ITES,3759650,37.6,537044,14.28,2784841,2275403,509439,1662883,1606510,2378303,23.8,4.47,2.45,0.68,0.44,3,47,3,9,9.05,31.15,628,0,0,63.2,MEDIUM,CONDITIONAL APPROVAL,0
305,Sinha & Tandon Suppliers LLP,Mohan Khanna,36QQQTP4428X1ZU,QQQTP4428X,Telangana,Pharmaceuticals,21124290,211.2,4060971,19.22,8028701,7280607,748095,5377415,6941843,5598066,56.0,9.73,6.54,1.24,0.25,21,53,8,4,19.65,4.73,589,0,1,54.4,HIGH,CONDITIONAL APPROVAL,0
306,Ashish Manufacturers & Co,Kavita Sethi,20GGGGN7178S1ZN,GGGGN7178S,Jharkhand,Steel,105419886,1054.2,4178534,3.96,36002354,27205397,8796956,9470415,17363118,42361351,423.6,3.09,1.07,0.41,0.09,23,6,11,1,16.24,17.5,860,0,0,73.5,MEDIUM,APPROVE WITH CONDITIONS,0
307,Jain Associates Ltd,Manish Mishra,33FFFJH5351U1ZM,FFFJH5351U,Tamil Nadu,Retail,7877237,78.8,211199,2.68,3082872,1275257,1807616,920013,1603435,4834914,48.3,0.71,0.47,0.33,0.12,28,22,10,2,25.23,9.12,602,0,0,60.8,MEDIUM,CONDITIONAL APPROVAL,0
308,Khanna Solutions & Co,Ritu Reddy,08WWWTE9898I1ZJ,WWWTE9898I,Rajasthan,Chemicals,15068665,150.7,1995977,13.25,4864289,3746274,1118015,2969750,4477098,7469220,74.7,3.35,2.89,0.6,0.2,20,27,12,0,30.32,32.28,868,0,0,94.6,LOW,APPROVE,0
309,Deshpande & Kulkarni Manufacturers LLP,Sunita Bhatt,33GGGLY7843G2ZS,GGGLY7843G,Tamil Nadu,Logistics,23758203,237.6,1822322,7.67,16830693,3193584,13637109,2413239,4930475,15046150,150.5,0.23,1.31,0.33,0.1,18,127,10,2,22.52,28.93,805,0,0,92.9,LOW,APPROVE,0
310,Mehta International & Co,Mahesh Arora,24KKKTU7404M1ZP,KKKTU7404M,Gujarat,Chemicals,14935634,149.4,1143161,7.65,8903439,4015307,4888132,1945087,4930858,6112067,61.1,0.82,2.03,0.81,0.13,22,5,9,3,39.72,20.29,597,1,0,81.8,LOW,APPROVE,0
311,Khanna Traders Pvt Ltd,Mukesh Bhatt,27JJJEQ2146O1ZN,JJJEQ2146O,Maharashtra,Textile,39527282,395.3,882586,2.23,25749813,23090947,2658866,12909312,22373520,23016093,230.2,8.68,0.42,0.97,0.33,13,41,11,1,9.54,11.07,583,0,0,14.0,VERY HIGH,REJECT,1
312,Sharma & Jain Exports,Ashish Bhatt,33WWWEO5512G1Z9,WWWEO5512G,Tamil Nadu,IT/ITES,6265013,62.7,1820498,29.06,3312458,2367964,944494,1752514,2292082,2459262,24.6,2.51,8.02,0.93,0.28,10,30,6,6,74.03,13.0,671,0,0,81.9,LOW,APPROVE,0
313,Vikram Kumar Exports,Satish Bhatia,27MMMEF2565M3Z2,MMMEF2565M,Maharashtra,IT/ITES,8716722,87.2,1136273,13.04,3569538,1204647,2364892,737560,1234058,4576843,45.8,0.51,2.69,0.27,0.08,12,25,6,6,19.24,22.8,718,0,0,100.0,LOW,APPROVE,0
314,Rakesh Khanna Industries Pvt Ltd,Vikram Sethi,07WWWEX8567M2ZP,WWWEX8567M,Delhi,Retail,5755942,57.6,244831,4.25,3040858,2693569,347289,838774,1376380,2834289,28.3,7.76,0.94,0.49,0.15,6,29,7,5,27.47,19.14,796,0,1,24.6,VERY HIGH,REJECT,1
315,Vikas Agarwal Products Pvt Ltd,Naresh Malhotra,29DDDCJ3034R3ZP,DDDCJ3034R,Karnataka,Pharmaceuticals,86403987,864.0,8932924,10.34,43377063,33862546,9514518,27982246,52890271,49667251,496.7,3.56,1.95,1.06,0.32,19,6,11,1,1.46,7.3,600,1,1,60.3,MEDIUM,CONDITIONAL APPROVAL,0
316,Vikas Suppliers Pvt Ltd,Satish Mishra,24HHHHH4276C1ZQ,HHHHH4276C,Gujarat,Auto Components,17559264,175.6,-767340,-4.37,10243023,9242295,1000728,7182739,15398218,4853444,48.5,9.24,0.3,3.17,0.41,27,35,12,0,44.85,21.56,463,0,0,8.3,VERY HIGH,REJECT,1
317,Sinha & Sharma Enterprises Pvt Ltd,Harish Arora,21DDDHK3844A2ZK,DDDHK3844A,Odisha,Steel,41691617,416.9,3531189,8.47,18095657,4022564,14073093,1913757,3172559,11750590,117.5,0.29,3.26,0.27,0.05,7,40,4,8,12.04,33.89,685,0,0,87.3,LOW,APPROVE,0
318,Ritu Agarwal International Pvt Ltd,Harish Rao,24MMMEY3177K1ZK,MMMEY3177K,Gujarat,Manufacturing,9484617,94.8,549150,5.79,4449008,2333291,2115717,867181,2261194,2385027,23.9,1.1,2.49,0.95,0.09,27,104,6,6,36.35,38.37,458,0,0,83.4,LOW,APPROVE,0
319,Sharma Fabrics LLP,Ramesh Rao,27EEELG1621H3ZS,EEELG1621H,Maharashtra,IT/ITES,6406039,64.1,669489,10.45,5811898,4286645,1525253,2824444,4053922,3229720,32.3,2.81,2.05,1.26,0.44,26,13,8,4,39.12,29.34,718,0,0,90.8,LOW,APPROVE,0
320,Tiwari Manufacturers & Co,Vikram Chopra,29PPPBG1853U1ZD,PPPBG1853U,Karnataka,Food Processing,13799158,138.0,458119,3.32,4537497,1300914,3236583,594479,1489766,6240944,62.4,0.4,0.8,0.24,0.04,13,14,10,2,12.75,9.85,591,0,1,57.4,MEDIUM,CONDITIONAL APPROVAL,0
321,Chopra Associates Pvt Ltd,Deepak Nair,27ZZZJC6891M2ZA,ZZZJC6891M,Maharashtra,Pharmaceuticals,8910543,89.1,1177114,13.21,3132711,2832434,300277,1284425,2817190,4814256,48.1,9.43,2.65,0.59,0.14,22,78,9,3,16.42,15.9,664,0,0,62.5,MEDIUM,CONDITIONAL APPROVAL,0
322,Rajesh Shah Solutions & Co,Anita Sharma,33KKKCW8688G1ZC,KKKCW8688G,Tamil Nadu,IT/ITES,9485146,94.9,2766581,29.17,3910594,3438255,472339,1208534,2241650,2931239,29.3,7.28,10.22,0.76,0.13,8,9,11,1,6.94,8.18,819,0,0,93.4,LOW,APPROVE,0
323,Patel & Singh Exports & Co,Kapil Nair,06YYYHQ9005U3ZN,YYYHQ9005U,Haryana,Manufacturing,22421575,224.2,3214483,14.34,11011774,6798228,4213546,5171719,9718836,5252911,52.5,1.61,5.39,1.85,0.23,22,5,4,8,23.85,13.41,395,0,0,95.5,LOW,APPROVE,0
324,Anita Associates,Kapil Iyer,27MMMTC9495G2ZA,MMMTC9495G,Maharashtra,Food Processing,4180645,41.8,-136120,-3.26,1321478,1130928,190551,907768,1811646,1070029,10.7,5.94,0.3,1.69,0.22,25,65,6,6,21.83,37.62,507,0,0,26.8,VERY HIGH,REJECT,1
325,Yadav Suppliers Pvt Ltd,Rakesh Gupta,29DDDBY7845Q2ZI,DDDBY7845Q,Karnataka,Food Processing,16197127,162.0,1101891,6.8,6204061,2952216,3251845,1652399,4520617,4622456,46.2,0.91,2.58,0.98,0.1,20,29,7,5,46.23,28.66,767,1,0,88.3,LOW,APPROVE,0
326,Priya Modi Exports Pvt Ltd,Mahesh Mehta,27TTTBU3721C2Z5,TTTBU3721C,Maharashtra,Pharmaceuticals,81965730,819.7,12380776,15.1,37361551,7674802,29686749,4679526,7010889,14579047,145.8,0.26,9.2,0.48,0.06,4,59,10,2,3.24,12.67,806,0,0,100.0,LOW,APPROVE,0
